code,name
077970,STX엔진
192400,쿠쿠홀딩스
086450,동국제약
437730,삼현
356860,티엘비
036540,SFA반도체
003570,SNT다이내믹스
950260,인제니아테라퓨틱스(Reg.S)
185750,종근당
451800,한화리츠
030190,NICE평가정보
034230,파라다이스
285130,SK케미칼
004490,세방전지
006120,SK디스커버리
003470,유안타증권
005300,롯데칠성
079160,CJ CGV
232140,와이씨
195870,해성디에스
009240,한샘
036830,솔브레인홀딩스
009450,경동나비엔
499790,GS피앤엘
101490,에스앤에스텍
071055,한국금융지주우
056190,SFA
445680,큐리옥스바이오시스템즈
071320,지역난방공사
005180,빙그레
491000,리브스메드
213420,덕산네오룩스
065350,신성델타테크
041830,인바디
476060,온코닉테라퓨틱스
038500,삼표시멘트
014620,성광벤드
031330,에스에이엠티
100790,미래에셋벤처투자
476830,알지노믹스
458870,씨어스
115180,큐리언트
083450,GST
298050,HS효성첨단소재
365550,ESR켄달스퀘어리츠
099320,쎄트렉아이
281740,레이크머티리얼즈
124500,아이티센글로벌
100090,SK오션플랜트
085660,차바이오텍
003850,보령
252990,샘씨엔에스
032190,다우데이타
388720,유일로보틱스
122870,와이지엔터테인먼트
417200,LS머트리얼즈
214320,이노션
225570,넥슨게임즈
003160,디아이
090710,휴림로봇
005090,SGC에너지
094170,동운아나텍
137310,에스디바이오센서
036530,SNT홀딩스
035760,CJ ENM
033100,제룡전기
000670,영풍
090460,비에이치
090360,로보스타
171090,선익시스템
456040,OCI
251970,펌텍코리아
119850,지엔씨에너지
137400,피엔티
064960,SNT모티브
006730,서부T&D
388210,씨엠티엑스
033790,피노
041960,코미팜
093050,LF
100840,SNT에너지
074600,원익QnC
328130,루닛
189300,인텔리안테크
001060,JW중외제약
017940,E1
069260,TKG휴켐스
094800,맵스리얼티
000400,롯데손해보험
317450,명인제약
253450,스튜디오드래곤
044490,태웅
014820,동원시스템즈
268280,미원에스씨
005880,대한해운
053800,안랩
093320,케이아이엔엑스
005690,파미셀
293940,신한알파리츠
023160,태광
001680,대상
033240,자화전자
002960,한국쉘석유
466100,클로봇
248070,솔루엠
456160,지투지바이오
006650,대한유화
001570,금양
383800,LX홀딩스
161580,필옵틱스
327260,RF머트리얼즈
059090,미코
000640,동아쏘시오홀딩스
122640,예스티
002350,넥센타이어
002840,미원상사
108320,LX세미콘
006380,카프로
222080,SFA넥셀
102710,이엔에프테크놀로지
0220W0,한화머시너리앤서비스홀딩스
032500,케이엠더블유
048410,현대바이오
002990,금호건설
453340,현대그린푸드
121600,나노신소재
036810,에프에스티
060250,NHN KCP
079940,가비아
114090,GKL
075580,세진중공업
001510,SK증권
058650,세아홀딩스
178920,PI첨단소재
00088K,한화3우B
003300,한일홀딩스
001270,부국증권
052400,코나아이
001530,DI동일
046890,서울반도체
052020,에스티큐브
007700,F&F홀딩스
160190,하이젠알앤엠
025540,한국단자
079900,전진건설로봇
336370,솔루스첨단소재
211050,인카금융서비스
295310,에이치브이엠
016380,KG스틸
425420,티에프이
019170,신풍제약
00104K,CJ4우(전환)
005810,풍산홀딩스
003620,KG모빌리티
009520,포스코엠텍
050890,쏠리드
086900,메디톡스
033500,동성화인텍
161000,애경케미칼
053610,프로텍
045100,한양이엔지
284740,쿠쿠홈시스
112040,위메이드
490470,세미파이브
033640,네패스
041190,우리기술투자
025980,아난티
399720,가온칩스
460860,동국제강
039130,하나투어
019210,와이지-원
358570,지아이이노베이션
278280,천보
484870,엠앤씨솔루션
383310,에코프로에이치엔
448730,삼성FN리츠
037460,삼지전자
003545,대신증권우
008060,대덕
001500,현대차증권
099190,아이센스
009410,태영건설
397030,에이프릴바이오
340570,티앤엘
377740,바이오노트
460930,현대힘스
004690,삼천리
034310,NICE
015750,성우하이텍
101160,월덱스
145990,삼양사
090435,아모레퍼시픽우
365340,성일하이텍
000070,삼양홀딩스
034950,한국기업평가
010780,아이에스동서
002240,고려제강
082270,젬백스
174900,앱클론
253590,네오셈
035890,서희건설
005250,녹십자홀딩스
249420,일동제약
077360,덕산하이메탈
376900,로킷헬스케어
336570,원텍
014830,유니드
056080,유진로봇
348370,엔켐
009900,명신산업
005945,NH투자증권우
067160,SOOP
018290,브이티
376300,디어유
002030,아세아
072710,농심홀딩스
024850,HLB이노베이션
214430,아이쓰리시스템
005389,현대차3우B
005420,코스모화학
126340,비나텍
030520,한컴
403550,쏘카
003000,부광약품
029460,케이씨
092230,KPX홀딩스
001200,유진투자증권
004700,조광피혁
477850,마키나락스
016610,DB증권
016590,신대양제지
003030,세아제강지주
272290,이녹스첨단소재
017900,광전자
317400,자이에스앤디
078340,컴투스
348340,뉴로메카
064290,인텍플러스
002810,삼영무역
204620,글로벌텍스프리
104830,원익머트리얼즈
452260,한화갤러리아
357120,코람코라이프인프라리츠
080580,오킨스전자
003280,흥아해운
344820,KCC글라스
042000,카페24
008730,율촌화학
078130,국일제지
439960,코스모로보틱스
125490,한라캐스트
013030,하이록코리아
130660,한전산업
029530,신도리코
183190,아세아시멘트
0120G0,삼양바이오팜
475960,토모큐브
219130,타이거일렉
306200,세아제강
194370,제이에스코퍼레이션
486990,노타
027360,아주IB투자
001940,KISCO홀딩스
241770,메카로
368770,파이버프로
064260,다날
271940,일진하이솔루스
389470,인벤티지랩
950210,프레스티지바이오파마
095660,네오위즈
092730,네오팜
015360,INVENI
192650,드림텍
144960,뉴파워프라즈마
236200,슈프리마
006220,제주은행
468530,프로티나
031430,신세계인터내셔날
089010,켐트로닉스
092190,서울바이오시스
017810,풀무원
025900,동화기업
089890,코세스
027410,BGF
126560,현대퓨처넷
078020,LS증권
215200,메가스터디교육
393890,더블유씨피
007690,국도화학
025320,시노펙스
060980,HL홀딩스
107640,한중엔시에스
170900,동아에스티
003800,에이스침대
332570,PS일렉트로닉스
006405,삼성SDI우
02826K,삼성물산우B
372320,큐로셀
105630,한세실업
170920,엘티씨
092870,엑시콘
036800,나이스정보통신
089590,제주항공
097520,엠씨넥스
104700,한국철강
101730,위메이드맥스
005610,삼립
114810,한솔아이원스
441270,파인엠텍
004710,한솔테크닉스
069080,웹젠
060280,큐렉소
006910,보성파워텍
900290,GRT
024720,콜마홀딩스
033160,엠케이전자
078160,메디포스트
215600,신라젠
011930,신성이엔지
020000,한섬
206650,유바이오로직스
011760,현대코퍼레이션
002020,코오롱
002310,아세아제지
036620,감성코퍼레이션
098120,마이크로컨텍솔
290550,디케이티
009160,SIMPAC
067630,HLB생명과학
121440,골프존홀딩스
092790,넥스틸
200710,에이디테크놀로지
084110,휴온스글로벌
005950,이수화학
234340,헥토파이낸셜
356680,엑스게이트
015860,일진홀딩스
348210,넥스틴
026890,스틱인베스트먼트
200880,서연이화
005720,넥센
018000,유니슨
417840,저스템
123890,한국자산신탁
145720,덴티움
025860,남해화학
009290,광동제약
069540,빛과전자
016800,퍼시스
018250,애경산업
078520,에이블씨엔씨
093520,매커스
012030,DB
003350,한국화장품제조
187660,페니트리움바이오
001230,동국홀딩스
381970,케이카
108670,LX하우시스
079370,제우스
455900,엔젤로보틱스
096760,JW홀딩스
101930,인화정공
199800,툴젠
039440,에스티아이
078350,한양디지텍
000157,두산2우B
126720,수산인더스트리
352480,씨앤씨인터내셔널
002710,TCC스틸
448900,한국피아이엠
330860,네패스아크
272450,진에어
244920,에이플러스에셋
035810,이지홀딩스
025770,한국정보통신
168360,펨트론
117730,티로보틱스
092460,한라IMS
472850,폰드그룹
200670,휴메딕스
294570,쿠콘
001390,KG케미칼
084010,대한제강
001750,한양증권
034830,한국토지신탁
110990,디아이티
091580,상신이디피
017890,한국알콜
035600,KG이니시스
054950,제이브이엠
084690,대상홀딩스
377450,리파인
265520,AP시스템
033270,유나이티드제약
051500,CJ프레시웨이
042520,한스바이오메드
091810,트리니티항공
002900,TYM
481070,에이유브랜즈
159010,아스플로
036890,진성티이씨
376270,HEM파마
058430,포스코스틸리온
043150,바텍
136480,하림
482630,삼양엔씨켐
064550,바이오니아
003960,사조대림
017390,서울가스
049070,인탑스
287840,인투셀
037710,광주신세계
061970,LB세미콘
334890,이지스밸류플러스리츠
010955,S-Oil우
439090,마녀공장
123330,제닉
448280,에코아이
286940,롯데이노베이트
004430,송원산업
138080,오이솔루션
228760,지노믹트리
010690,화신
484590,삼양컴텍
010820,퍼스텍
389650,넥스트바이오메디컬
091700,파트론
122900,아이마켓코리아
036200,유니셈
003120,일성아이에스
317330,덕산테코피아
488900,비츠로넥스텍
020120,키다리스튜디오
000430,대원강업
424870,이뮨온시아
098070,한텍
309710,아이티켐
151860,KG에코솔루션
200130,콜마비앤에이치
267980,매일유업
024840,KBI메탈
182400,엔케이젠바이오텍코리아
160980,싸이맥스
004310,현대약품
217590,티엠씨
099440,스맥
060720,KH바텍
105840,우진
004360,세방
200470,에이팩트
461300,아이스크림미디어
232530,이엠티
007160,사조산업
243070,휴온스
008490,서흥
121800,비덴트
378340,필에너지
047920,HLB제약
005430,한국공항
003920,남양유업
377460,큐에이드
011560,세보엠이씨
001790,대한제당
005500,삼진제약
180400,DXVX
045390,대아티아이
023410,유진기업
003200,일신방직
108860,셀바스AI
298690,에어부산
003070,코오롱글로벌
389500,에스비비테크
136490,선진
044820,코스맥스비티아이
100120,뷰웍스
226320,잇츠한불
065680,우주일렉트로
475560,더본코리아
005680,삼영전자
304360,에스바이오메딕스
089980,상아프론테크
452430,사피엔반도체
404990,신한서부티엔디리츠
025000,KPX케미칼
0001A0,덕양에너젠
000680,LS네트웍스
237880,클리오
0030R0,대신밸류리츠
068930,디지털대성
030210,다올투자증권
064820,케이프
900140,엘브이엠씨홀딩스
000490,대동
053690,한미글로벌
394280,오픈엣지테크놀로지
000540,흥국화재
065710,서호전기
003650,미창석유
092200,디아이씨
001460,BYC
389260,대명에너지
114190,강원에너지
002320,한진
243840,신흥에스이씨
094480,갤럭시아머니트리
03473K,SK우
071200,인피니트헬스케어
298830,슈어소프트테크
086390,유니테스트
043370,피에이치에이
462860,더즌
001340,PKC
053030,바이넥스
348950,제이알글로벌리츠
036030,케이티알파
034120,SBS
000050,경방
365270,큐라클
051905,LG생활건강우
000320,노루홀딩스
0008Z0,에스엔시스
001470,삼부토건
215000,골프존
493280,아이엠바이오로직스
073490,LIG아큐버
094360,칩스앤미디어
134380,미원화학
254490,미래반도체
009680,모토닉
416180,신성에스티
046970,우리로
033920,무학
445090,에이직랜드
044450,KSS해운
0011T0,채비
023760,한국캐피탈
456010,아이씨티케이
001250,GS글로벌
011500,한농화성
206640,바디텍메드
095500,미래나노텍
061090,세나테크놀로지
019010,베뉴지
005710,대원산업
042370,비츠로테크
353810,이지바이오
432320,KB스타리츠
314930,바이오다인
067390,아스트
290690,아리바이오홀딩스
003555,LG우
0082N0,카나프테라퓨틱스
298000,효성화학
035150,백산
014940,오리엔탈정공
036710,심텍홀딩스
241520,DSC인베스트먼트
217730,강스템바이오텍
144510,지씨셀
000650,천일고속
000480,CR홀딩스
950170,JTC
017860,DS단석
003720,삼영
194480,데브시스터즈
307180,아이엘
475400,씨메스로보틱스
052330,코텍
125020,티씨머티리얼즈
099430,바이오플러스
446540,메가터치
005010,휴스틸
318060,그래피
203650,드림시큐리티
003520,영진약품
067080,대화제약
004980,성신양회
134580,탑코미디어
036190,금화피에스시
484810,티엑스알로보틱스
419530,SAMG엔터
380540,옵티코어
304100,솔트룩스
058970,엠로
085910,네오티스
194700,노바렉스
037270,YG PLUS
053300,한국정보인증
018310,삼목에스폼
088260,이리츠코크렙
100250,진양홀딩스
450950,아스테라시스
084850,아이티엠반도체
484120,도우인시스
199430,케이엔알시스템
010580,에스엠벡셀
001130,대한제분
314130,지놈앤컴퍼니
082800,비보존 제약
039570,HDC랩스
095570,AJ네트웍스
013120,동원개발
066620,국보디자인
112290,와이씨켐
462350,이노스페이스
102940,코오롱생명과학
028100,동아지질
452280,한선엔지니어링
042420,네오위즈홀딩스
001630,종근당홀딩스
053210,스카이라이프
377190,디앤디플랫폼리츠
403850,더핑크퐁컴퍼니
190510,나무가
012210,삼미금속
034810,해성산업
214180,헥토이노베이션
036560,KZ정밀
339770,교촌에프앤비
016580,환인제약
102260,동성케미컬
272110,케이엔제이
256840,한국비엔씨
013580,계룡건설
033530,SJG세종
459510,나우로보틱스
000140,하이트진로홀딩스
003547,대신증권2우B
117580,대성에너지
216080,제테마
425040,티이엠씨
007860,서연
126600,BGF에코머티리얼즈
039830,오로라
049430,코메론
357550,석경에이티
016790,현대사료
143240,사람인
115450,HLB테라퓨틱스
128820,대성산업
417030,니어스랩
126700,하이비젼시스템
260870,SK시그넷
102460,이연제약
220100,퓨쳐켐
035510,신세계 I&C
064850,에프앤가이드
119830,아이텍
204610,티쓰리
354320,알멕
126730,코칩
464080,에스오에스랩
052710,아모텍
241590,화승엔터프라이즈
016450,한세예스24홀딩스
025560,미래산업
078150,HB테크놀러지
213500,한솔제지
002100,경농
234080,JW생명과학
270660,에브리봇
192440,슈피겐코리아
014710,사조씨푸드
388050,지투파워
000390,SP삼화
487570,HS효성
003220,대원제약
002420,우양피앤엘
222040,코스맥스엔비티
054210,이랜텍
489460,바이오비쥬
402030,코난테크놀로지
002150,도화엔지니어링
176750,듀켐바이오
003610,방림
372170,윤성에프앤씨
293780,압타바이오
950140,잉글우드랩
003460,유화증권
004560,현대비앤지스틸
083310,엘오티베큠
092130,이크레더블
143160,아이디스
138610,나이벡
000300,DH오토넥스
094820,일진파워
002170,SYTS
108380,대양전기공업
264850,이랜시스
0039P0,매드업
000700,유수홀딩스
005960,동부건설
0015G0,그린광학
080160,모두투어
083930,아바코
114840,아이패밀리에스씨
004380,삼익THK
015230,대창단조
013890,지누스
049630,재영솔루텍
086820,바이오솔루션
038390,레드캡투어
006805,미래에셋증권우
086670,비엠티
271980,제일약품
067290,JW신약
016880,웅진
245620,EDGC
122990,와이솔
123410,코리아에프티
093190,빅솔론
234690,녹십자웰빙
118990,모트렉스
475040,스트라드비젼
077500,유니퀘스트
179290,엠아이텍
230240,에치에프알
199820,제일일렉트릭
007570,일양약품
097955,CJ제일제당 우
000860,강남제비스코
012860,모베이스전자
101530,해태제과식품
126640,화신정공
023910,대한약품
308430,셀비온
042600,새로닉스
032620,GC메디아이
072870,메가스터디
382800,지앤비에스 에코
090350,노루페인트
123860,아나패스
068790,DMS
001210,금호전기
260970,에스앤디
041920,메디아나
394800,쓰리빌리언
119610,인터로조
331920,셀레믹스
101970,우양에이치씨
263860,지니언스
066410,버킷스튜디오
413630,씨피시스템
046070,코다코
460850,동국씨엠
001780,알루코
039860,나노엔텍
104480,티케이케미칼
024800,유성티엔에스
00279K,아모레퍼시픽홀딩스3우C
054800,아이디스홀딩스
101360,에코앤드림
051370,인터플렉스
400760,NH올원리츠
001045,CJ우
462520,조선내화
089600,KT나스미디어
355150,코스텍시스
011040,경동제약
032580,피델릭스
011785,금호석유화학우
405100,큐알티
003830,대한화섬
046440,KG파이낸셜
065660,안트로젠
013990,아가방컴퍼니
264450,유비쿼스
024060,흥구석유
007330,푸른저축은행
187870,디바이스
000970,한국주철관
389020,자람테크놀로지
418550,제이오
138360,앤로보틱스
009470,삼화전기
071840,롯데하이마트
293480,하나제약
023600,삼보판지
046120,오르비텍
140610,엔솔바이오사이언스
049960,쎌바이오텍
205500,넥써쓰
047770,코데즈컴바인
004970,신라교역
300080,플리토
308080,바이젠셀
054450,텔레칩스
272550,삼양패키징
041020,폴라리스오피스
039840,디오
107590,미원홀딩스
382900,범한퓨얼셀
078070,유비쿼스홀딩스
025820,이구산업
051160,지어소프트
445180,퓨릿
148150,세경하이테크
000020,동화약품
048870,시너지이노베이션
005990,매일홀딩스
001540,안국약품
002210,동성제약
001080,만호제강
004090,한국석유
003480,한진중공업홀딩스
093640,케이알엠
015890,태경산업
084990,헬릭스미스
293580,나우IB
060150,인선이엔티
067280,멀티캠퍼스
408920,메쎄이상
469610,이노테크
147830,제룡산업
251370,와이엠티
092070,디엔에프
094280,효성ITX
006060,화승인더
036170,에이치엠넥스
004150,한솔홀딩스
005160,동국산업
079960,동양이엔피
340450,지씨지놈
153890,져스텍
474650,링크솔루션
334970,프레스티지바이오로직스
003100,선광
417010,나노팀
032940,원익
0007C0,아크릴
088800,에이스테크
396300,세아메카닉스
038290,마크로젠
069510,에스텍
095700,제넥신
086890,이수앱지스
041520,이엘씨
003010,혜인
081000,일진다이아
004960,한신공영
289080,SV인베스트먼트
035610,솔본
274090,켄코아에어로스페이스
035080,그래디언트
418420,라온텍
115310,인포바인
008350,남선알미늄
000520,삼일제약
012610,경인양행
338840,와이바이오로직스
226590,엠디바이스
214420,토니모리
494120,큐리오시스
217950,파마리서치바이오
013520,화승코퍼레이션
002390,한독
136540,윈스테크넷
489500,엘케이켐
214390,경보제약
321550,티움바이오
080420,모다이노칩
0015N0,아로마티카
049720,고려신용정보
004080,신흥
192410,오늘이엔엠
009270,신원
198440,강동씨앤엘
264660,씨앤지하이테크
265740,엔에프씨
140670,알에스오토메이션
009780,엠에스씨
267290,경동도시가스
388790,라이콤
094840,슈프리마에이치큐
267320,나인테크
950190,고스트스튜디오
024090,디씨엠
307750,국전
001360,삼성제약
037560,LG헬로비전
210540,디와이파워
007540,샘표
0088M0,메쥬
285490,노바텍
102120,어보브반도체
432720,퀄리타스반도체
220260,켐트로스
089470,HDC현대EP
014280,금강공업
350520,이지스레지던스리츠
036690,코맥스
142210,유니트론텍
297890,HB솔루션
322510,제이엘케이
473980,노머스
078000,텔코웨어
086980,쇼박스
457550,우진엔텍
149950,아바텍
008830,대동기어
240550,동방메디컬
011690,와이투솔루션
232680,라온로보틱스
452450,피아이이
009070,KCTC
018470,조일알미늄
282880,코윈테크
095190,신화프리텍
146320,비씨엔씨
163730,핑거
322310,오로스테크놀로지
458650,성우
211270,AP위성
108230,톱텍
049520,유아이엘
037070,파세코
079430,현대리바트
002620,제일파마홀딩스
005800,신영와코루
048550,SM C&C
052260,현대바이오랜드
361390,제노코
212560,네오오토
027710,팜스토리
122450,KX
063570,NICE인프라
021320,KCC건설
299030,하나기술
227840,현대코퍼레이션홀딩스
228850,레이언스
290740,액트로
056090,시지메드텍
478340,나라스페이스테크놀로지
323990,박셀바이오
255220,SG
451760,컨텍
083420,그린케미칼
001520,동양
034590,인천도시가스
041440,현대에버다임
339950,아이비김영
011280,태림포장
036630,세종텔레콤
053080,케이엔솔
059120,아진엑스텍
166480,코아스템켐온
041590,플래스크
238540,나노솔루션
217270,넵튠
259630,엠플러스
417500,제이아이테크
078935,GS우
073010,케이에스피
366030,나인앤컴퍼니
017550,수산세보틱스
394420,리센스메디컬
333430,일승
158430,아톤
013570,디와이
002780,진흥기업
092220,KEC
106190,하이텍팜
016710,대성홀딩스
012320,경동인베스트
014530,극동유화
474170,루미르
052860,아이앤씨
017510,세명전기
090850,현대이지웰
051980,중앙첨단소재
063170,서울옥션
008970,KBI동양철관
047310,파워로직스
038540,상상인
054050,NH농우바이오
067900,와이엔텍
004250,NPC
256940,킵스파마
010100,한국무브넥스
037350,성도이엔지
105330,케이엔더블유
402490,그린리소스
002460,HS화성
023450,동남합성
488280,에스투더블유
387690,레메디
141000,비아트론
475230,엔알비
311320,지오엘리먼트
330350,위더스제약
310200,애니플러스
021080,에이티넘인베스트
018120,진로발효
123040,엠에스오토텍
011810,STX
067990,도이치모터스
001290,상상인증권
493330,지에프아이
051360,토비스
297090,씨에스베어링
012800,대창
246710,티앤알바이오팹
189330,씨이랩
242040,나무에이엑스
120240,대정화금
101170,우림피티에스
115500,케이씨에스
014580,태경비케이
053700,삼보모터스
453450,그리드위즈
039340,한국경제TV
248170,샘표식품
059210,메타바이오메드
100700,세운메디칼
054920,한컴위드
016740,두올
336680,탑런토탈솔루션
035000,HS애드
109740,디에스케이
120030,조선선재
002450,삼익악기
073560,우리손에프앤지
123690,한국화장품
079650,서산
027970,한국제지
039560,다산네트웍스
267850,아시아나IDT
006660,삼성공조
006620,동구바이오제약
131030,옵투스제약
008260,NI스틸
474610,RF시스템즈
009580,무림P&P
071280,로체시스템즈
264900,크라운제과
053260,금강철강
396470,워트
074430,아미노로직스
013700,까뮤이앤씨
475580,에이럭스
290720,푸드나무
070960,모나용평
021820,세원정공
119650,KC코트렐
067830,세이브존I&C
052420,오성첨단소재
298540,더네이쳐홀딩스
37550L,DL이앤씨2우(전환)
246720,아스타
006840,AK홀딩스
042500,링네트
362320,청담글로벌
066590,스모트로닉
352090,스톰테크
091440,한울소재과학
357880,SKAI
309960,LB인베스트먼트
012200,계양전기
042510,라온시큐어
088130,동아엘텍
235980,메드팩토
066790,씨씨에스
014790,HL D&I
036220,오상헬스케어
040350,크레오에스지
068240,다원시스
005860,한일사료
032560,황금에스티
083500,에프엔에스테크
002230,피에스텍
086710,선진뷰티사이언스
250060,모비스
255440,야스
217820,원익피앤이
417310,코람코더원리츠
307930,컴퍼니케이
452190,한빛레이저
004100,태양금속
017650,대림제지
049950,미래컴퍼니
125210,아모그린텍
380550,뉴로핏
007210,벽산
040300,YTN
307870,비투엔
008700,아남전자
019180,티에이치엔
348350,위드텍
432470,케이엔에스
014440,영보화학
419050,삼기에너지솔루션즈
109610,에스와이
205100,엑셈
013310,아진산업
036580,팜스코
351320,넥사다이내믹스
008040,사조동아원
053350,이니텍
023900,풍국주정
187790,나노
036010,아비코전자
058820,CMG제약
443670,에스피소프트
182360,큐브엔터
078140,대봉엘에스
058850,KTcs
040420,정상제이엘에스
025620,차AI헬스케어
107600,새빗켐
053580,웹케시
282720,금양그린파워
001275,부국증권우
002200,한국수출포장
306620,지아이에스
950130,엑세스바이오
093920,서원인텍
129920,대성하이텍
047560,이스트소프트
063080,컴투스홀딩스
357230,에이치피오
226400,오스테오닉
058860,KTis
317770,엑스페릭스
363280,티와이홀딩스
004890,동일산업
099750,이지케어텍
413390,엠오티
096240,크레버스
009300,삼아제약
263720,디앤씨미디어
209640,와이제이링크
